날짜,쇼핑몰명,팀명,응대호,발신호,총처리호,전화문의고객수,통화고객수
2024-06-17,트렌디어패럴,통합상담 2팀,10,0,10,10,10
2024-06-17,포니지엔느,통합상담 2팀,12,0,12,12,12
2024-06-17,하바나선데이,통합상담 2팀,30,1,31,28,24
2024-06-17,ACBF,통합상담 3(INC)팀,4,0,4,4,4
2024-06-17,ARTOIS,통합상담 3(INC)팀,0,0,0,0,0
2024-06-17,CLAPS,통합상담 3(INC)팀,0,0,0,0,0
2024-06-17,KOVO 통합 스토어,통합상담 3(INC)팀,0,0,0,0,0
2024-06-17,PSPSPS,통합상담 3(INC)팀,3,0,3,3,3
2024-06-17,드랑,통합상담 3(INC)팀,8,1,9,9,8
2024-06-17,로지드,통합상담 3(INC)팀,0,0,0,0,0
2024-06-17,리브어리,통합상담 3(INC)팀,10,0,10,9,9
2024-06-17,무아무아,통합상담 3(INC)팀,2,0,2,2,2
2024-06-17,미차이,통합상담 3(INC)팀,0,0,0,0,0
2024-06-17,부띠크엠,통합상담 3(INC)팀,23,0,23,21,21
2024-06-17,성심공예사,통합상담 3(INC)팀,0,0,0,0,0
2024-06-17,슬립앤슬립,통합상담 3(INC)팀,162,0,162,142,132
2024-06-17,애경에스티,통합상담 3(INC)팀,0,0,0,1,0
2024-06-17,어커버,통합상담 3(INC)팀,2,0,2,2,2
2024-06-17,위프키,통합상담 3(INC)팀,0,0,0,0,0
2024-06-17,프리파니,통합상담 3(INC)팀,3,0,3,3,3
2024-06-17,98도씨,통합상담 4팀,21,0,21,20,19
2024-06-17,GBH,통합상담 4팀,4,0,4,4,3
2024-06-17,갠소,통합상담 4팀,125,1,126,127,116
2024-06-17,고고싱,통합상담 4팀,99,8,107,100,90
2024-06-17,구름,통합상담 4팀,27,0,27,26,24
2024-06-17,그레이레이즈,통합상담 4팀,17,0,17,19,16
2024-06-17,그레이스유,통합상담 4팀,9,0,9,7,7
2024-06-17,롯데웰푸드 스위트몰,통합상담 4팀,9,3,12,9,9
2024-06-17,마리앙플러스,통합상담 4팀,215,2,217,230,208
2024-06-17,마지아룩,통합상담 4팀,95,0,95,101,90
2024-06-17,메이비베이비,통합상담 4팀,34,0,34,31,30
2024-06-17,민스샵,통합상담 4팀,19,1,20,18,17
2024-06-17,소녀레시피,통합상담 4팀,16,0,16,16,16
2024-06-17,아뜨랑스,통합상담 4팀,70,0,70,77,61
2024-06-17,유티크,통합상담 4팀,0,0,0,0,0
2024-06-17,육육걸즈,통합상담 4팀,45,2,47,44,41
2024-06-17,제이슈,통합상담 4팀,60,0,60,67,57
2024-06-17,킨다베이지,통합상담 4팀,8,0,8,9,8
2024-06-17,SHOP LCDC,통합상담 5팀,5,0,5,6,5
2024-06-17,그레이시크,통합상담 5팀,95,0,95,97,90
2024-06-17,닥터블릿,통합상담 5팀,80,1,81,86,78
2024-06-17,더엑스,통합상담 5팀,5,0,5,7,5
2024-06-17,더제이수,통합상담 5팀,33,4,37,38,30
2024-06-17,딘트,통합상담 5팀,268,6,274,269,245
2024-06-17,몸빼,통합상담 5팀,30,0,30,29,26
2024-06-17,미아마스빈,통합상담 5팀,24,6,30,22,22
2024-06-17,바이더알,통합상담 5팀,33,0,33,31,29
2024-06-17,브레인랩,통합상담 5팀,1,0,1,2,1
2024-06-17,샤르드,통합상담 5팀,4,0,4,5,3
2024-06-17,솔티스,통합상담 5팀,156,2,158,189,152
2024-06-17,오르시떼,통합상담 5팀,41,1,42,44,36
2024-06-17,이브니에,통합상담 5팀,3,0,3,3,3
2024-06-17,캉골,통합상담 5팀,21,0,21,19,18
2024-06-17,캉골키즈,통합상담 5팀,4,0,4,4,4
2024-06-17,팬암,통합상담 5팀,10,1,11,9,9
2024-06-17,헬렌카민스키,통합상담 5팀,26,1,27,36,25
2024-06-14,YG셀렉트,전담상담팀,0,0,0,0,0
2024-06-14,에스엠타운앤드스토어,전담상담팀,12,2,14,11,11
2024-06-14,11am,통합상담 1팀,40,2,42,36,36
2024-06-14,금찌,통합상담 1팀,67,2,69,62,60
2024-06-14,더매거진,통합상담 1팀,21,0,21,21,18
2024-06-14,로아앤제인,통합상담 1팀,14,1,15,18,13
2024-06-14,베리유,통합상담 1팀,7,1,8,8,7
2024-06-14,썸제이,통합상담 1팀,67,4,71,78,57
2024-06-14,아나이스,통합상담 1팀,8,0,8,8,8
2024-06-14,에그이즈커밍,통합상담 1팀,5,0,5,5,5
2024-06-14,원로그,통합상담 1팀,14,0,14,14,14
2024-06-14,콰니,통합상담 1팀,11,1,12,12,11
2024-06-14,키티버니포니,통합상담 1팀,6,0,6,6,6
2024-06-14,폰뿌,통합상담 1팀,14,0,14,16,14
2024-06-14,핫핑,통합상담 1팀,250,2,252,258,229
2024-06-14,stco,통합상담 2팀,9,0,9,10,9
2024-06-14,데일리룩,통합상담 2팀,58,0,58,57,53
2024-06-14,도드리,통합상담 2팀,77,1,78,89,70
2024-06-14,리리앤코,통합상담 2팀,125,1,126,132,114
2024-06-14,리히,통합상담 2팀,0,0,0,0,0
2024-06-14,맘누리,통합상담 2팀,7,0,7,8,7
2024-06-14,미샵,통합상담 2팀,9,0,9,7,7
2024-06-14,시에,통합상담 2팀,22,2,24,24,20
2024-06-14,아임히어로몰,통합상담 2팀,8,0,8,9,8
2024-06-14,어바웃썸,통합상담 2팀,133,0,133,144,125
2024-06-14,제이엘프,통합상담 2팀,21,1,22,21,20
2024-06-14,젬마월드,통합상담 2팀,41,1,42,44,37
2024-06-14,트렌디어패럴,통합상담 2팀,16,1,17,16,16
2024-06-14,포니지엔느,통합상담 2팀,10,0,10,12,10
2024-06-14,하바나선데이,통합상담 2팀,18,0,18,22,18
2024-06-14,ACBF,통합상담 3(INC)팀,3,0,3,3,3
2024-06-14,ARTOIS,통합상담 3(INC)팀,0,0,0,0,0
2024-06-14,CLAPS,통합상담 3(INC)팀,1,0,1,1,1
2024-06-14,KOVO 통합 스토어,통합상담 3(INC)팀,0,0,0,0,0
2024-06-14,PSPSPS,통합상담 3(INC)팀,4,0,4,3,3
2024-06-14,드랑,통합상담 3(INC)팀,8,0,8,8,8
2024-06-14,로지드,통합상담 3(INC)팀,0,0,0,1,0
2024-06-14,리브어리,통합상담 3(INC)팀,6,0,6,7,6
2024-06-14,무아무아,통합상담 3(INC)팀,1,0,1,1,1
2024-06-14,미차이,통합상담 3(INC)팀,0,0,0,0,0
2024-06-14,부띠크엠,통합상담 3(INC)팀,14,1,15,14,14
2024-06-14,성심공예사,통합상담 3(INC)팀,0,0,0,0,0
2024-06-14,슬립앤슬립,통합상담 3(INC)팀,112,1,113,106,93
2024-06-14,애경에스티,통합상담 3(INC)팀,3,0,3,3,3
2024-06-14,어커버,통합상담 3(INC)팀,3,0,3,3,3
2024-06-14,위프키,통합상담 3(INC)팀,0,0,0,0,0
2024-06-14,프리파니,통합상담 3(INC)팀,3,0,3,4,3
2024-06-14,98도씨,통합상담 4팀,10,0,10,8,8
2024-06-14,GBH,통합상담 4팀,3,0,3,2,2
2024-06-14,갠소,통합상담 4팀,109,3,112,116,102
2024-06-14,고고싱,통합상담 4팀,80,5,85,89,74
2024-06-14,구름,통합상담 4팀,23,0,23,22,19
2024-06-14,그레이레이즈,통합상담 4팀,28,0,28,25,22
2024-06-14,그레이스유,통합상담 4팀,10,0,10,9,9
2024-06-14,롯데웰푸드 스위트몰,통합상담 4팀,6,0,6,7,6
2024-06-14,마리앙플러스,통합상담 4팀,179,1,180,189,170
2024-06-14,마지아룩,통합상담 4팀,50,0,50,52,47
2024-06-14,메이비베이비,통합상담 4팀,26,0,26,27,26
2024-06-14,민스샵,통합상담 4팀,18,0,18,17,17
2024-06-14,소녀레시피,통합상담 4팀,17,0,17,19,16
2024-06-14,아뜨랑스,통합상담 4팀,59,0,59,62,52
2024-06-14,유티크,통합상담 4팀,0,0,0,0,0
2024-06-14,육육걸즈,통합상담 4팀,31,1,32,33,30
2024-06-14,제이슈,통합상담 4팀,41,0,41,44,38
2024-06-14,킨다베이지,통합상담 4팀,6,0,6,6,6
2024-06-14,SHOP LCDC,통합상담 5팀,6,0,6,6,6
2024-06-14,그레이시크,통합상담 5팀,47,1,48,47,44
2024-06-14,닥터블릿,통합상담 5팀,95,1,96,98,89
2024-06-14,더엑스,통합상담 5팀,7,0,7,7,7
2024-06-14,더제이수,통합상담 5팀,20,2,22,19,18
2024-06-14,딘트,통합상담 5팀,219,4,223,215,196
2024-06-14,몸빼,통합상담 5팀,31,2,33,32,30
2024-06-14,미아마스빈,통합상담 5팀,21,5,26,21,20
2024-06-14,바이더알,통합상담 5팀,10,1,11,13,10
2024-06-14,브레인랩,통합상담 5팀,0,0,0,0,0
2024-06-14,샤르드,통합상담 5팀,6,0,6,6,6
2024-06-14,솔티스,통합상담 5팀,126,3,129,145,116
2024-06-14,오르시떼,통합상담 5팀,33,3,36,34,30
2024-06-14,이브니에,통합상담 5팀,0,0,0,1,0
2024-06-14,캉골,통합상담 5팀,9,2,11,9,9
2024-06-14,캉골키즈,통합상담 5팀,5,0,5,5,5
2024-06-14,팬암,통합상담 5팀,7,1,8,6,6
2024-06-14,헬렌카민스키,통합상담 5팀,14,0,14,17,13
2024-06-13,YG셀렉트,전담상담팀,0,0,0,0,0
2024-06-13,에스엠타운앤드스토어,전담상담팀,11,0,11,11,11
2024-06-13,11am,통합상담 1팀,45,0,45,44,41
2024-06-13,금찌,통합상담 1팀,54,1,55,52,50
2024-06-13,더매거진,통합상담 1팀,24,0,24,21,20
2024-06-13,로아앤제인,통합상담 1팀,17,3,20,15,13
2024-06-13,베리유,통합상담 1팀,14,2,16,11,10
2024-06-13,썸제이,통합상담 1팀,48,2,50,65,44
2024-06-13,아나이스,통합상담 1팀,12,0,12,11,11
2024-06-13,에그이즈커밍,통합상담 1팀,4,0,4,4,4
2024-06-13,원로그,통합상담 1팀,27,0,27,22,22
2024-06-13,콰니,통합상담 1팀,19,0,19,19,18
2024-06-13,키티버니포니,통합상담 1팀,8,1,9,7,7
2024-06-13,폰뿌,통합상담 1팀,23,1,24,25,22
2024-06-13,핫핑,통합상담 1팀,255,2,257,257,232
2024-06-13,stco,통합상담 2팀,14,0,14,14,13
2024-06-13,데일리룩,통합상담 2팀,71,0,71,77,68
2024-06-13,도드리,통합상담 2팀,73,3,76,75,65
2024-06-13,리리앤코,통합상담 2팀,154,0,154,161,138
2024-06-13,리히,통합상담 2팀,1,0,1,1,1
2024-06-13,맘누리,통합상담 2팀,20,0,20,22,19
2024-06-13,미샵,통합상담 2팀,10,0,10,11,10
2024-06-13,시에,통합상담 2팀,17,3,20,22,17
2024-06-13,아임히어로몰,통합상담 2팀,17,0,17,16,15
2024-06-13,어바웃썸,통합상담 2팀,156,2,158,161,144
2024-06-13,제이엘프,통합상담 2팀,17,0,17,21,16
2024-06-13,젬마월드,통합상담 2팀,45,2,47,44,38
2024-06-13,트렌디어패럴,통합상담 2팀,16,3,19,18,15
2024-06-13,포니지엔느,통합상담 2팀,1,0,1,1,1
2024-06-13,하바나선데이,통합상담 2팀,21,0,21,19,18
2024-06-13,ACBF,통합상담 3(INC)팀,13,0,13,11,11
2024-06-13,ARTOIS,통합상담 3(INC)팀,3,0,3,3,3
2024-06-13,CLAPS,통합상담 3(INC)팀,0,0,0,0,0
2024-06-13,KOVO 통합 스토어,통합상담 3(INC)팀,0,0,0,0,0
2024-06-13,PSPSPS,통합상담 3(INC)팀,1,0,1,1,1
2024-06-13,드랑,통합상담 3(INC)팀,7,0,7,7,7
2024-06-13,로지드,통합상담 3(INC)팀,0,0,0,0,0
2024-06-13,리브어리,통합상담 3(INC)팀,9,0,9,9,9
2024-06-13,무아무아,통합상담 3(INC)팀,2,1,3,3,2
2024-06-13,미차이,통합상담 3(INC)팀,0,0,0,0,0
2024-06-13,부띠크엠,통합상담 3(INC)팀,12,0,12,10,10
2024-06-13,성심공예사,통합상담 3(INC)팀,0,0,0,0,0
2024-06-13,슬립앤슬립,통합상담 3(INC)팀,138,0,138,132,122
2024-06-13,애경에스티,통합상담 3(INC)팀,5,0,5,6,5
2024-06-13,어커버,통합상담 3(INC)팀,3,0,3,3,3
2024-06-13,위프키,통합상담 3(INC)팀,0,0,0,0,0
2024-06-13,퍼팩토리,통합상담 3(INC)팀,6,0,6,6,6
2024-06-13,프리파니,통합상담 3(INC)팀,6,0,6,5,5
2024-06-13,98도씨,통합상담 4팀,13,0,13,10,10
2024-06-13,GBH,통합상담 4팀,2,0,2,2,2
2024-06-13,갠소,통합상담 4팀,128,0,128,134,115
2024-06-13,고고싱,통합상담 4팀,78,5,83,83,71
2024-06-13,구름,통합상담 4팀,23,0,23,27,22
2024-06-13,그레이레이즈,통합상담 4팀,25,1,26,26,22
2024-06-13,그레이스유,통합상담 4팀,9,0,9,9,9
2024-06-13,롯데웰푸드 스위트몰,통합상담 4팀,7,0,7,7,6
2024-06-13,마리앙플러스,통합상담 4팀,185,2,187,195,173
2024-06-13,마지아룩,통합상담 4팀,79,0,79,85,72
2024-06-13,메이비베이비,통합상담 4팀,19,0,19,22,17
2024-06-13,민스샵,통합상담 4팀,16,0,16,18,16
2024-06-13,소녀레시피,통합상담 4팀,15,0,15,15,14
2024-06-13,아뜨랑스,통합상담 4팀,55,0,55,60,49
2024-06-13,유티크,통합상담 4팀,0,0,0,0,0
2024-06-13,육육걸즈,통합상담 4팀,53,1,54,52,51
2024-06-13,제이슈,통합상담 4팀,49,0,49,53,48
2024-06-13,킨다베이지,통합상담 4팀,7,0,7,9,7
2024-06-13,SHOP LCDC,통합상담 5팀,3,0,3,3,3
2024-06-13,그레이시크,통합상담 5팀,50,2,52,47,45
2024-06-13,닥터블릿,통합상담 5팀,92,1,93,99,89
2024-06-13,더엑스,통합상담 5팀,7,0,7,8,7
2024-06-13,더제이수,통합상담 5팀,27,1,28,26,26
2024-06-13,딘트,통합상담 5팀,252,5,257,253,226
2024-06-13,몸빼,통합상담 5팀,20,0,20,20,18
2024-06-13,미아마스빈,통합상담 5팀,26,6,32,26,23
2024-06-13,바이더알,통합상담 5팀,18,0,18,18,16
2024-06-13,브레인랩,통합상담 5팀,1,1,2,1,1
2024-06-13,샤르드,통합상담 5팀,2,0,2,2,2
2024-06-13,솔티스,통합상담 5팀,149,0,149,173,142
2024-06-13,오르시떼,통합상담 5팀,21,0,21,21,19
2024-06-13,이브니에,통합상담 5팀,2,0,2,2,2
2024-06-13,캉골,통합상담 5팀,9,0,9,9,8
2024-06-13,캉골키즈,통합상담 5팀,4,0,4,4,3
2024-06-13,팬암,통합상담 5팀,4,0,4,4,4
2024-06-13,헬렌카민스키,통합상담 5팀,21,1,22,20,19
2024-06-12,YG셀렉트,전담상담팀,1,0,1,1,1
2024-06-12,에스엠타운앤드스토어,전담상담팀,19,0,19,16,15
2024-06-12,11am,통합상담 1팀,30,0,30,28,27
2024-06-12,금찌,통합상담 1팀,52,0,52,45,45
2024-06-12,더매거진,통합상담 1팀,19,0,19,20,18
2024-06-12,로아앤제인,통합상담 1팀,19,0,19,16,16
2024-06-12,베리유,통합상담 1팀,10,0,10,10,9
2024-06-12,썸제이,통합상담 1팀,80,0,80,77,75
2024-06-12,아나이스,통합상담 1팀,22,0,22,21,21
2024-06-12,에그이즈커밍,통합상담 1팀,2,0,2,2,2
2024-06-12,원로그,통합상담 1팀,24,6,30,21,21
2024-06-12,콰니,통합상담 1팀,18,0,18,18,18
2024-06-12,키티버니포니,통합상담 1팀,8,2,10,6,6
2024-06-12,폰뿌,통합상담 1팀,22,0,22,21,19
2024-06-12,핫핑,통합상담 1팀,304,3,307,303,281
2024-06-12,stco,통합상담 2팀,10,0,10,10,10
2024-06-12,데일리룩,통합상담 2팀,89,1,90,89,84
2024-06-12,도드리,통합상담 2팀,97,0,97,106,91
2024-06-12,리리앤코,통합상담 2팀,150,2,152,150,134
2024-06-12,리히,통합상담 2팀,0,0,0,0,0
2024-06-12,맘누리,통합상담 2팀,15,0,15,15,15
2024-06-12,미샵,통합상담 2팀,14,0,14,16,14
2024-06-12,시에,통합상담 2팀,20,0,20,19,19
2024-06-12,아임히어로몰,통합상담 2팀,27,0,27,24,23
2024-06-12,어바웃썸,통합상담 2팀,173,0,173,168,158
2024-06-12,제이엘프,통합상담 2팀,23,1,24,22,21
2024-06-12,젬마월드,통합상담 2팀,45,0,45,48,42
2024-06-12,트렌디어패럴,통합상담 2팀,11,2,13,12,11
2024-06-12,포니지엔느,통합상담 2팀,12,1,13,11,11
2024-06-12,하바나선데이,통합상담 2팀,20,0,20,21,19
2024-06-12,ACBF,통합상담 3(INC)팀,7,0,7,8,7
2024-06-12,ARTOIS,통합상담 3(INC)팀,2,0,2,2,2
2024-06-12,CLAPS,통합상담 3(INC)팀,0,0,0,0,0
2024-06-12,KOVO 통합 스토어,통합상담 3(INC)팀,0,0,0,0,0
2024-06-12,드랑,통합상담 3(INC)팀,2,0,2,2,2
2024-06-12,로지드,통합상담 3(INC)팀,0,0,0,0,0
2024-06-12,리브어리,통합상담 3(INC)팀,6,0,6,7,5
2024-06-12,무아무아,통합상담 3(INC)팀,0,0,0,0,0
2024-06-12,미차이,통합상담 3(INC)팀,0,0,0,0,0
2024-06-12,부띠크엠,통합상담 3(INC)팀,10,0,10,11,10
2024-06-12,성심공예사,통합상담 3(INC)팀,0,0,0,0,0
2024-06-12,슬립앤슬립,통합상담 3(INC)팀,152,1,153,147,131
2024-06-12,애경에스티,통합상담 3(INC)팀,3,1,4,3,2
2024-06-12,어커버,통합상담 3(INC)팀,5,0,5,5,5
2024-06-12,위프키,통합상담 3(INC)팀,0,0,0,0,0
2024-06-12,퍼팩토리,통합상담 3(INC)팀,7,0,7,5,5
2024-06-12,프리파니,통합상담 3(INC)팀,3,0,3,4,3
2024-06-12,98도씨,통합상담 4팀,14,0,14,15,14
2024-06-12,GBH,통합상담 4팀,5,0,5,4,4
2024-06-12,갠소,통합상담 4팀,129,3,132,123,107
2024-06-12,고고싱,통합상담 4팀,72,2,74,80,67
2024-06-12,구름,통합상담 4팀,48,0,48,36,32
2024-06-12,그레이레이즈,통합상담 4팀,19,0,19,21,17
2024-06-12,그레이스유,통합상담 4팀,10,0,10,9,8
2024-06-12,롯데웰푸드 스위트몰,통합상담 4팀,10,0,10,8,7
2024-06-12,마리앙플러스,통합상담 4팀,191,3,194,202,182
2024-06-12,마지아룩,통합상담 4팀,59,0,59,65,57
2024-06-12,메이비베이비,통합상담 4팀,31,0,31,27,26
2024-06-12,민스샵,통합상담 4팀,20,1,21,20,19
2024-06-12,소녀레시피,통합상담 4팀,19,1,20,19,18
2024-06-12,아뜨랑스,통합상담 4팀,52,0,52,58,49
2024-06-12,유티크,통합상담 4팀,1,0,1,1,1
2024-06-12,육육걸즈,통합상담 4팀,68,1,69,72,63
2024-06-12,제이슈,통합상담 4팀,35,0,35,37,34
2024-06-12,킨다베이지,통합상담 4팀,9,0,9,9,9
2024-06-12,SHOP LCDC,통합상담 5팀,5,0,5,5,5
2024-06-12,그레이시크,통합상담 5팀,66,0,66,67,64
2024-06-12,닥터블릿,통합상담 5팀,136,3,139,156,127
2024-06-12,더엑스,통합상담 5팀,5,0,5,6,5
2024-06-12,더제이수,통합상담 5팀,29,2,31,27,25
2024-06-12,딘트,통합상담 5팀,265,4,269,275,245
2024-06-12,몸빼,통합상담 5팀,37,1,38,36,34
2024-06-12,미아마스빈,통합상담 5팀,35,3,38,34,33
2024-06-12,바이더알,통합상담 5팀,26,5,31,26,22
2024-06-12,브레인랩,통합상담 5팀,3,0,3,2,2
2024-06-12,샤르드,통합상담 5팀,6,0,6,8,6
2024-06-12,솔티스,통합상담 5팀,117,3,120,131,107
2024-06-12,오르시떼,통합상담 5팀,30,0,30,32,30
2024-06-12,이브니에,통합상담 5팀,2,0,2,2,2
2024-06-12,캉골,통합상담 5팀,25,0,25,25,25
2024-06-12,캉골키즈,통합상담 5팀,8,0,8,8,8
2024-06-12,팬암,통합상담 5팀,14,0,14,12,12
2024-06-12,헬렌카민스키,통합상담 5팀,19,0,19,21,17
2024-06-11,YG셀렉트,전담상담팀,1,3,4,1,1
2024-06-11,에스엠타운앤드스토어,전담상담팀,34,4,38,29,29
2024-06-11,11am,통합상담 1팀,17,0,17,18,17
2024-06-11,금찌,통합상담 1팀,55,2,57,46,46
2024-06-11,더매거진,통합상담 1팀,26,0,26,24,23
2024-06-11,로아앤제인,통합상담 1팀,12,0,12,15,11
2024-06-11,베리유,통합상담 1팀,5,1,6,6,5
2024-06-11,썸제이,통합상담 1팀,52,2,54,54,46
2024-06-11,아나이스,통합상담 1팀,12,0,12,12,12
2024-06-11,에그이즈커밍,통합상담 1팀,4,0,4,4,4
2024-06-11,원로그,통합상담 1팀,20,4,24,19,19
2024-06-11,콰니,통합상담 1팀,23,0,23,21,21
2024-06-11,키티버니포니,통합상담 1팀,7,1,8,6,6
2024-06-11,폰뿌,통합상담 1팀,31,0,31,31,27
2024-06-11,핫핑,통합상담 1팀,299,1,300,291,278
2024-06-11,stco,통합상담 2팀,8,1,9,10,8
2024-06-11,데일리룩,통합상담 2팀,68,1,69,75,63
2024-06-11,도드리,통합상담 2팀,62,3,65,70,60
2024-06-11,리리앤코,통합상담 2팀,173,2,175,179,159
2024-06-11,리히,통합상담 2팀,0,0,0,0,0
2024-06-11,맘누리,통합상담 2팀,10,0,10,11,9
2024-06-11,미샵,통합상담 2팀,8,0,8,8,8
2024-06-11,시에,통합상담 2팀,36,0,36,46,36
2024-06-11,아임히어로몰,통합상담 2팀,11,1,12,10,10
2024-06-11,어바웃썸,통합상담 2팀,167,3,170,173,153
2024-06-11,제이엘프,통합상담 2팀,12,0,12,14,12
2024-06-11,젬마월드,통합상담 2팀,34,0,34,39,32
2024-06-11,트렌디어패럴,통합상담 2팀,6,1,7,6,5
2024-06-11,포니지엔느,통합상담 2팀,13,1,14,15,13
2024-06-11,하바나선데이,통합상담 2팀,12,0,12,11,10
2024-06-11,ACBF,통합상담 3(INC)팀,2,0,2,2,2
2024-06-11,ARTOIS,통합상담 3(INC)팀,1,0,1,2,1
2024-06-11,CLAPS,통합상담 3(INC)팀,1,0,1,1,1
2024-06-11,KOVO 통합 스토어,통합상담 3(INC)팀,0,0,0,0,0
2024-06-11,드랑,통합상담 3(INC)팀,6,0,6,5,5
2024-06-11,디샌드몰,통합상담 3(INC)팀,0,0,0,0,0
2024-06-11,로지드,통합상담 3(INC)팀,0,0,0,0,0
2024-06-11,리브어리,통합상담 3(INC)팀,11,0,11,12,11
2024-06-11,무아무아,통합상담 3(INC)팀,1,0,1,1,1
2024-06-11,미차이,통합상담 3(INC)팀,0,0,0,0,0
2024-06-11,부띠크엠,통합상담 3(INC)팀,19,3,22,18,17
2024-06-11,성심공예사,통합상담 3(INC)팀,0,0,0,0,0
2024-06-11,슬립앤슬립,통합상담 3(INC)팀,151,1,152,153,141
2024-06-11,애경에스티,통합상담 3(INC)팀,3,0,3,5,3
2024-06-11,어커버,통합상담 3(INC)팀,3,0,3,3,3
2024-06-11,위프키,통합상담 3(INC)팀,1,0,1,1,1
2024-06-11,퍼팩토리,통합상담 3(INC)팀,10,0,10,7,7
2024-06-11,프리파니,통합상담 3(INC)팀,1,0,1,1,1
2024-06-11,98도씨,통합상담 4팀,15,2,17,14,14
2024-06-11,GBH,통합상담 4팀,1,0,1,2,1
2024-06-11,갠소,통합상담 4팀,95,0,95,102,88
2024-06-11,고고싱,통합상담 4팀,76,3,79,89,71
2024-06-11,구름,통합상담 4팀,136,0,136,122,103
2024-06-11,그레이레이즈,통합상담 4팀,20,0,20,21,20
2024-06-11,그레이스유,통합상담 4팀,6,0,6,7,6
2024-06-11,롯데웰푸드 스위트몰,통합상담 4팀,8,0,8,5,5
2024-06-11,마리앙플러스,통합상담 4팀,162,2,164,176,152
2024-06-11,마지아룩,통합상담 4팀,56,0,56,60,50
2024-06-11,메이비베이비,통합상담 4팀,35,0,35,33,30
2024-06-11,민스샵,통합상담 4팀,14,0,14,13,13
2024-06-11,소녀레시피,통합상담 4팀,18,1,19,19,17
2024-06-11,아뜨랑스,통합상담 4팀,63,1,64,75,58
2024-06-11,유티크,통합상담 4팀,3,0,3,2,2
2024-06-11,육육걸즈,통합상담 4팀,69,0,69,74,64
2024-06-11,제이슈,통합상담 4팀,21,0,21,27,21
2024-06-11,킨다베이지,통합상담 4팀,7,0,7,7,7
2024-06-11,SHOP LCDC,통합상담 5팀,1,0,1,1,1
2024-06-11,그레이시크,통합상담 5팀,58,0,58,59,54
2024-06-11,닥터블릿,통합상담 5팀,134,0,134,152,125
2024-06-11,더엑스,통합상담 5팀,9,0,9,10,9
2024-06-11,더제이수,통합상담 5팀,25,6,31,24,21
2024-06-11,딘트,통합상담 5팀,232,5,237,231,205
2024-06-11,몸빼,통합상담 5팀,38,1,39,41,37
2024-06-11,미아마스빈,통합상담 5팀,23,7,30,20,18
2024-06-11,바이더알,통합상담 5팀,19,0,19,19,18
2024-06-11,브레인랩,통합상담 5팀,0,0,0,0,0
2024-06-11,샤르드,통합상담 5팀,4,0,4,5,4
2024-06-11,솔티스,통합상담 5팀,120,1,121,136,115
2024-06-11,오르시떼,통합상담 5팀,34,2,36,32,30
2024-06-11,이브니에,통합상담 5팀,4,0,4,4,4
2024-06-11,캉골,통합상담 5팀,9,0,9,9,9
2024-06-11,캉골키즈,통합상담 5팀,11,2,13,8,8
2024-06-11,팬암,통합상담 5팀,10,0,10,8,8
2024-06-11,헬렌카민스키,통합상담 5팀,18,0,18,18,18
2024-06-10,YG셀렉트,전담상담팀,4,1,5,4,4
2024-06-10,에스엠타운앤드스토어,전담상담팀,67,6,73,58,58
2024-06-10,11am,통합상담 1팀,34,1,35,35,34
2024-06-10,금찌,통합상담 1팀,84,1,85,77,77
2024-06-10,더매거진,통합상담 1팀,40,0,40,37,35
2024-06-10,로아앤제인,통합상담 1팀,17,0,17,16,15
2024-06-10,베리유,통합상담 1팀,5,0,5,5,5
2024-06-10,썸제이,통합상담 1팀,86,3,89,89,79
2024-06-10,아나이스,통합상담 1팀,18,0,18,18,17
2024-06-10,에그이즈커밍,통합상담 1팀,1,0,1,1,1
2024-06-10,원로그,통합상담 1팀,19,0,19,15,15
2024-06-10,콰니,통합상담 1팀,12,0,12,11,11
2024-06-10,키티버니포니,통합상담 1팀,4,0,4,3,3
2024-06-10,폰뿌,통합상담 1팀,31,1,32,33,26
2024-06-10,핫핑,통합상담 1팀,355,2,357,356,320
2024-06-10,stco,통합상담 2팀,15,1,16,16,15
2024-06-10,데일리룩,통합상담 2팀,101,0,101,110,91
2024-06-10,도드리,통합상담 2팀,80,2,82,102,76
2024-06-10,리리앤코,통합상담 2팀,182,1,183,206,172
2024-06-10,리히,통합상담 2팀,0,0,0,0,0
2024-06-10,맘누리,통합상담 2팀,19,0,19,20,17
2024-06-10,미샵,통합상담 2팀,12,0,12,13,12
2024-06-10,시에,통합상담 2팀,40,0,40,38,37
2024-06-10,아임히어로몰,통합상담 2팀,26,0,26,27,26
2024-06-10,어바웃썸,통합상담 2팀,218,1,219,255,208
2024-06-10,제이엘프,통합상담 2팀,26,2,28,26,22
2024-06-10,젬마월드,통합상담 2팀,47,0,47,53,45
2024-06-10,트렌디어패럴,통합상담 2팀,10,1,11,10,9
2024-06-10,포니지엔느,통합상담 2팀,11,0,11,11,11
2024-06-10,하바나선데이,통합상담 2팀,22,0,22,25,20
2024-06-10,ACBF,통합상담 3(INC)팀,4,0,4,4,4
2024-06-10,ARTOIS,통합상담 3(INC)팀,1,0,1,1,1
2024-06-10,CLAPS,통합상담 3(INC)팀,3,1,4,3,3
2024-06-10,KOVO 통합 스토어,통합상담 3(INC)팀,0,0,0,0,0
2024-06-10,드랑,통합상담 3(INC)팀,1,0,1,1,1
